# GPUs,global batch,micro batch,hidden size,attention heads,# layers,sequence length,tensor parallelism,data parallelism,pipeline parallelism,iteration time (ms)
2,8,1,2048,16,16,1024,1,1,2,328.33088
8,16,2,1024,16,24,1024,2,2,2,233.548014
4,32,1,1024,16,16,1024,1,4,1,447.786783
4,8,2,2048,16,12,1024,2,2,1,133.643942
8,16,1,2048,16,24,1024,1,2,4,312.344108
8,16,2,1024,16,24,1024,4,1,2,386.227949
2,8,1,2048,16,12,1024,2,1,1,365.965838
8,32,8,2048,16,16,1024,1,2,4,490.811393
8,64,1,1024,16,24,1024,1,8,1,643.745563
8,8,2,2048,16,12,1024,2,1,4,124.569808
4,32,8,1024,16,16,1024,1,2,2,276.86812
8,32,2,1024,16,24,1024,2,2,2,419.651338
8,32,2,1024,16,24,1024,2,4,1,366.863518
8,4,1,1024,16,24,1024,2,1,4,153.989713
4,32,8,2048,16,24,1024,1,2,2,753.450635
8,32,4,1024,16,12,1024,4,2,1,211.914675
8,32,1,1024,16,24,1024,2,2,2,727.973351
8,4,1,2048,16,20,1024,4,2,1,135.116567
4,8,4,2048,16,24,1024,4,1,1,260.374962
4,16,2,1024,16,24,1024,1,1,4,295.499894
4,16,4,1024,16,16,1024,2,2,1,119.567674
8,16,1,2048,16,20,1024,4,1,2,560.593246
8,8,2,2048,16,12,1024,1,2,4,120.203199
4,16,4,1024,16,20,1024,1,2,2,193.054887
8,2,1,1024,16,12,1024,8,1,1,124.679104
4,16,8,2048,16,12,1024,4,1,1,204.889117
8,16,2,2048,16,12,1024,2,1,4,200.711376
8,16,1,2048,16,20,1024,1,4,2,222.223688
8,64,2,2048,16,20,1024,1,4,2,595.018017
8,32,8,1024,16,24,1024,4,2,1,250.851423
4,32,4,1024,16,20,1024,2,2,1,286.36327
4,16,2,1024,16,20,1024,1,2,2,205.573654
8,2,1,1024,16,16,1024,8,1,1,164.832784
8,8,2,2048,16,24,1024,4,1,2,188.606804
8,16,1,2048,16,24,1024,2,2,2,408.274972
2,32,4,1024,16,24,1024,1,2,1,563.664508
8,128,1,1024,16,24,1024,1,8,1,1274.038819
8,32,2,2048,16,16,1024,2,2,2,384.051687
8,4,1,1024,16,20,1024,2,1,4,130.541034
4,16,1,1024,16,12,1024,1,1,4,274.748167
2,2,1,2048,16,16,1024,2,1,1,126.105314
2,16,2,2048,16,24,1024,1,2,1,571.632684
2,8,2,1024,16,16,1024,2,1,1,248.228946
8,16,4,2048,16,20,1024,4,2,1,222.942822
8,32,2,2048,16,20,1024,1,8,1,260.007189
8,32,4,2048,16,12,1024,2,2,2,228.767673
8,16,4,2048,16,16,1024,2,1,4,218.115219
8,32,1,2048,16,20,1024,1,4,2,393.73998
8,32,1,2048,16,24,1024,2,2,2,763.813836
4,4,1,2048,16,20,1024,4,1,1,258.202229
4,16,2,2048,16,20,1024,1,1,4,420.728265
4,16,1,2048,16,20,1024,1,1,4,485.082012
4,8,1,2048,16,20,1024,1,4,1,183.797769
4,16,2,1024,16,16,1024,1,4,1,131.793631
8,16,2,1024,16,16,1024,4,2,1,230.039075
8,64,4,2048,16,12,1024,1,8,1,303.015467
2,16,4,2048,16,24,1024,1,2,1,532.841483
4,8,1,1024,16,24,1024,1,1,4,252.189921
8,32,8,2048,16,12,1024,4,2,1,207.089317
4,4,1,1024,16,20,1024,4,1,1,289.262763
4,16,8,1024,16,16,1024,4,1,1,171.843999
4,16,1,1024,16,12,1024,2,1,2,386.279997
4,16,4,1024,16,16,1024,1,2,2,162.641189
4,4,1,2048,16,20,1024,2,2,1,161.109928
8,32,4,2048,16,24,1024,1,4,2,409.74847
8,4,1,1024,16,12,1024,2,1,4,83.643676
8,4,1,2048,16,12,1024,4,2,1,84.304787
8,64,4,2048,16,12,1024,1,4,2,420.758721
8,8,2,1024,16,24,1024,4,1,2,214.241361
2,4,1,1024,16,24,1024,2,1,1,337.701046
4,16,2,1024,16,24,1024,2,1,2,418.511138
8,8,1,1024,16,24,1024,4,1,2,392.723846
4,8,2,1024,16,16,1024,1,1,4,133.858682
8,8,1,1024,16,20,1024,1,2,4,135.129399
2,8,2,2048,16,16,1024,1,2,1,217.607474
8,2,1,1024,16,12,1024,4,1,2,68.362598
8,16,4,1024,16,12,1024,4,1,2,138.473258
4,32,1,1024,16,20,1024,2,2,1,1127.919898
8,128,4,2048,16,24,1024,1,8,1,1023.862999
8,64,2,1024,16,12,1024,1,8,1,202.414411
4,8,2,1024,16,12,1024,1,1,4,111.47773
2,2,1,2048,16,24,1024,1,1,2,152.791122
4,16,1,1024,16,20,1024,4,1,1,1151.343879
2,4,1,1024,16,12,1024,1,1,2,118.502505
8,16,1,1024,16,24,1024,2,1,4,426.877213
2,8,4,1024,16,12,1024,1,1,2,130.800891
4,8,1,2048,16,16,1024,4,1,1,414.225993
4,8,4,1024,16,12,1024,2,1,2,72.508824
4,4,1,2048,16,16,1024,4,1,1,209.412149
8,64,2,1024,16,24,1024,1,8,1,359.529283
8,2,1,2048,16,16,1024,8,1,1,160.728474
8,16,1,2048,16,24,1024,2,1,4,452.093704
8,64,8,1024,16,24,1024,1,4,2,375.056608
4,32,4,2048,16,12,1024,1,2,2,419.375621
4,16,1,2048,16,12,1024,4,1,1,631.726961
4,8,4,1024,16,12,1024,4,1,1,106.210437
4,32,8,2048,16,12,1024,2,2,1,293.955739
8,8,2,2048,16,16,1024,8,1,1,264.732625
8,16,1,2048,16,16,1024,2,1,4,321.790504
4,4,1,2048,16,24,1024,1,1,4,188.404164
8,128,2,1024,16,12,1024,1,8,1,396.782507
8,16,4,1024,16,16,1024,2,2,2,92.698822
2,32,1,1024,16,16,1024,1,2,1,885.184727
8,64,1,2048,16,20,1024,1,8,1,637.023678
8,8,4,1024,16,20,1024,8,1,1,157.965249
4,32,4,2048,16,16,1024,1,2,2,510.226999
8,8,1,2048,16,20,1024,8,1,1,789.631996
8,8,1,2048,16,12,1024,2,2,2,123.867728
8,32,1,2048,16,12,1024,4,2,1,633.927161
8,8,1,1024,16,20,1024,4,2,1,290.259563
8,4,1,2048,16,12,1024,2,2,2,75.811296
8,2,1,2048,16,24,1024,8,1,1,238.48901
4,8,1,1024,16,20,1024,1,2,2,181.375649
2,8,2,1024,16,16,1024,1,1,2,171.548378
4,32,1,2048,16,16,1024,1,4,1,528.048655
8,32,2,2048,16,20,1024,4,2,1,486.283874
8,16,1,2048,16,20,1024,2,1,4,386.942104
4,16,1,2048,16,16,1024,1,4,1,277.450571
4,8,4,1024,16,20,1024,2,1,2,111.15622
4,16,4,1024,16,20,1024,1,1,4,254.266662
8,16,4,2048,16,20,1024,8,1,1,393.495573
8,64,2,1024,16,24,1024,2,4,1,727.050314
8,16,4,2048,16,20,1024,2,2,2,215.467331
8,32,8,1024,16,20,1024,1,2,4,288.698634
8,64,2,1024,16,16,1024,1,4,2,315.905442
2,32,2,2048,16,16,1024,1,2,1,787.030946
4,8,1,1024,16,24,1024,4,1,1,687.125635
8,128,2,2048,16,16,1024,1,8,1,785.677605
8,32,1,2048,16,12,1024,1,2,4,362.774844
8,8,1,2048,16,16,1024,2,4,1,133.023114
2,2,1,2048,16,20,1024,2,1,1,155.351438
4,2,1,2048,16,24,1024,4,1,1,156.806507
8,32,2,2048,16,12,1024,4,2,1,307.272534
4,4,1,1024,16,16,1024,1,2,2,90.116435
4,4,1,2048,16,12,1024,4,1,1,160.622069
4,8,2,1024,16,24,1024,4,1,1,335.831303
8,16,1,1024,16,12,1024,1,2,4,153.507919
4,32,8,1024,16,24,1024,1,2,2,374.338808
8,64,1,1024,16,20,1024,1,4,2,617.154093
8,32,8,2048,16,16,1024,2,2,2,295.602512
2,8,4,2048,16,16,1024,2,1,1,225.827656
2,16,4,2048,16,12,1024,1,1,2,415.165121
2,8,2,2048,16,16,1024,2,1,1,327.7646
4,8,1,2048,16,20,1024,2,2,1,305.249856
2,8,4,1024,16,24,1024,2,1,1,169.787258
4,4,1,1024,16,12,1024,1,1,4,91.390495
8,16,2,1024,16,24,1024,2,1,4,268.466206
2,8,2,2048,16,24,1024,2,1,1,480.03616
8,4,1,1024,16,12,1024,4,2,1,90.580273
4,32,2,2048,16,24,1024,1,2,2,684.318631
4,8,2,1024,16,24,1024,1,1,4,178.620586
8,32,1,1024,16,20,1024,2,2,2,614.312233
4,4,2,1024,16,24,1024,1,1,4,120.180932
4,16,4,2048,16,20,1024,2,1,2,353.058137
8,16,1,1024,16,16,1024,4,2,1,466.986935
4,16,4,1024,16,24,1024,2,2,1,171.979458
8,8,4,1024,16,24,1024,4,1,2,153.198246
8,32,4,2048,16,20,1024,2,4,1,282.76202
8,2,1,1024,16,16,1024,2,1,4,74.935177
8,64,1,2048,16,24,1024,1,8,1,746.287551
8,32,4,1024,16,20,1024,1,2,4,255.533162
2,32,1,2048,16,20,1024,1,2,1,1243.416432
8,16,2,2048,16,24,1024,4,1,2,339.360508
8,4,1,2048,16,16,1024,4,1,2,135.234998
4,16,2,1024,16,12,1024,2,2,1,191.75581
8,4,2,2048,16,24,1024,8,1,1,196.488585
2,16,4,1024,16,20,1024,1,1,2,327.197407
4,8,4,2048,16,16,1024,2,1,2,173.905513
8,64,1,2048,16,20,1024,1,4,2,736.772564
4,32,4,2048,16,24,1024,2,2,1,652.344106
8,64,2,1024,16,20,1024,1,4,2,373.656674
4,32,1,1024,16,12,1024,2,2,1,699.97217
8,16,2,1024,16,12,1024,2,1,4,149.822788
8,8,1,1024,16,12,1024,1,4,2,71.799395
8,16,1,1024,16,20,1024,8,1,1,1630.311442
4,32,1,1024,16,24,1024,1,2,2,719.228557
8,4,2,1024,16,12,1024,4,1,2,68.135765
8,32,1,1024,16,12,1024,2,4,1,352.190654
4,16,1,1024,16,24,1024,1,4,1,327.845235
8,16,8,1024,16,24,1024,8,1,1,230.202133
8,4,2,1024,16,20,1024,2,1,4,100.249246
8,32,1,2048,16,16,1024,2,2,2,529.407992
8,16,4,2048,16,12,1024,2,1,4,174.050096
2,32,1,1024,16,12,1024,1,2,1,691.824531
4,8,2,2048,16,12,1024,4,1,1,154.344894
4,8,2,1024,16,20,1024,2,2,1,156.586052
8,32,4,2048,16,24,1024,1,2,4,529.783273
4,32,1,1024,16,20,1024,1,2,2,616.534493
8,32,4,1024,16,16,1024,1,2,4,220.544873
4,8,1,2048,16,16,1024,1,1,4,234.899488
2,4,2,1024,16,24,1024,2,1,1,183.87022
2,16,1,1024,16,20,1024,2,1,1,1126.000698
2,16,4,1024,16,16,1024,1,1,2,277.244669
2,8,4,2048,16,24,1024,1,1,2,403.779779
2,16,2,2048,16,12,1024,1,2,1,325.309085
8,2,1,2048,16,12,1024,2,1,4,63.142874
2,16,1,1024,16,16,1024,1,2,1,446.739983
8,16,1,1024,16,16,1024,2,1,4,300.035423
8,64,2,1024,16,16,1024,1,8,1,254.764435
4,16,2,2048,16,12,1024,2,2,1,255.83932
4,32,4,2048,16,20,1024,1,4,1,455.324561
4,32,2,1024,16,20,1024,1,4,1,306.485759
2,8,2,1024,16,12,1024,2,1,1,190.36161
4,8,2,2048,16,20,1024,2,1,2,259.937517
2,4,1,1024,16,20,1024,1,1,2,179.466249
2,8,2,1024,16,16,1024,1,2,1,130.746831
2,32,8,1024,16,20,1024,1,2,1,407.871387
4,8,1,2048,16,24,1024,1,2,2,258.206778
8,16,1,1024,16,20,1024,1,4,2,181.995249
4,2,1,2048,16,16,1024,2,1,2,95.048172
4,16,8,2048,16,24,1024,2,1,2,421.405488
2,2,1,2048,16,12,1024,1,1,2,88.449306
4,64,4,1024,16,20,1024,1,4,1,484.220372
8,16,8,2048,16,24,1024,8,1,1,325.49918
8,8,4,2048,16,16,1024,8,1,1,160.919137
8,128,2,2048,16,24,1024,1,8,1,1101.710866
8,8,2,1024,16,16,1024,1,2,4,89.209856
2,16,2,1024,16,12,1024,1,1,2,256.31181
8,16,1,2048,16,12,1024,2,2,2,219.980592
2,16,4,1024,16,24,1024,1,2,1,287.467058
8,128,1,2048,16,20,1024,1,8,1,1241.793542
8,32,8,2048,16,24,1024,1,2,4,656.991865
2,4,1,2048,16,16,1024,1,2,1,153.211761
8,32,2,2048,16,20,1024,1,4,2,330.719313
8,4,1,1024,16,12,1024,4,1,2,114.34571
8,16,2,2048,16,20,1024,1,4,2,198.569961
4,8,1,2048,16,12,1024,1,4,1,120.509701
2,4,1,2048,16,20,1024,2,1,1,299.491366
2,16,2,1024,16,24,1024,1,2,1,357.390583
2,16,8,2048,16,12,1024,2,1,1,289.745239
2,16,1,2048,16,12,1024,2,1,1,724.774702
4,64,4,2048,16,24,1024,1,4,1,1024.272716
4,32,2,1024,16,16,1024,1,4,1,254.269735
4,64,4,1024,16,16,1024,1,4,1,403.465036
8,8,4,2048,16,24,1024,2,1,4,215.223087
2,32,1,1024,16,24,1024,1,2,1,1271.900119
8,16,4,2048,16,16,1024,4,2,1,181.799382
8,16,8,2048,16,16,1024,4,1,2,209.158351
4,2,1,1024,16,24,1024,4,1,1,173.452429
8,4,1,1024,16,24,1024,1,2,4,107.947891
4,4,1,1024,16,20,1024,2,1,2,180.539069
4,2,1,2048,16,20,1024,4,1,1,131.905867
8,32,1,1024,16,16,1024,2,2,2,500.664015
8,32,1,2048,16,24,1024,2,4,1,704.642605
4,4,1,1024,16,16,1024,2,1,2,146.965783
2,4,1,1024,16,24,1024,1,1,2,209.948121
8,32,2,2048,16,16,1024,1,4,2,282.892481
4,16,2,2048,16,12,1024,2,1,2,296.984057
8,8,1,2048,16,12,1024,4,1,2,188.752334
8,16,4,2048,16,20,1024,2,1,4,262.180342
4,32,2,1024,16,24,1024,1,2,2,430.714006
8,32,1,2048,16,24,1024,4,2,1,1211.824221
8,16,4,2048,16,16,1024,1,2,4,263.317071
8,128,8,2048,16,24,1024,1,8,1,960.848378
4,8,4,2048,16,16,1024,1,1,4,260.097971
4,16,1,2048,16,24,1024,1,4,1,392.525488
2,8,1,1024,16,24,1024,1,1,2,378.982133
8,64,4,1024,16,12,1024,1,8,1,165.55559
8,32,8,2048,16,20,1024,4,2,1,328.132273
8,32,8,2048,16,24,1024,4,2,1,388.654901
4,16,1,1024,16,24,1024,4,1,1,1372.023243
8,32,2,2048,16,12,1024,1,8,1,172.505336
8,32,2,2048,16,12,1024,1,4,2,231.945341
8,16,1,1024,16,12,1024,8,1,1,991.205394
8,32,4,1024,16,16,1024,1,4,2,163.158889
2,16,1,2048,16,24,1024,1,2,1,748.179289
8,8,1,1024,16,12,1024,4,1,2,206.311934
2,2,1,2048,16,12,1024,2,1,1,96.85919
2,16,1,2048,16,24,1024,2,1,1,1384.10905
8,8,1,1024,16,16,1024,4,2,1,234.714995
8,8,2,2048,16,16,1024,2,2,2,130.936515
2,32,4,2048,16,12,1024,1,2,1,586.19791
2,2,1,2048,16,24,1024,2,1,1,184.597562
8,8,1,1024,16,20,1024,2,2,2,181.535869
8,8,1,1024,16,12,1024,4,2,1,179.172027
8,16,1,2048,16,16,1024,2,2,2,282.744552
8,8,1,2048,16,16,1024,2,1,4,184.002488
8,4,1,1024,16,12,1024,1,2,4,61.829083
8,32,2,2048,16,12,1024,1,2,4,316.686273
8,16,1,1024,16,16,1024,2,4,1,232.241746
2,16,1,1024,16,12,1024,1,2,1,349.304043
4,8,2,1024,16,20,1024,1,2,2,121.841944
8,8,1,2048,16,12,1024,1,2,4,120.10692
4,8,1,1024,16,16,1024,4,1,1,466.120635
4,8,2,1024,16,16,1024,2,2,1,127.131484
8,64,8,1024,16,12,1024,1,4,2,228.562276
4,8,1,1024,16,24,1024,2,1,2,385.019287
8,4,1,2048,16,24,1024,1,2,4,132.749942
8,4,1,2048,16,16,1024,1,2,4,97.364558
8,16,8,1024,16,24,1024,4,1,2,192.765323
4,16,1,2048,16,12,1024,1,2,2,272.253972
8,16,1,2048,16,16,1024,2,4,1,249.944186
8,32,1,2048,16,20,1024,1,8,1,334.638746
4,16,2,2048,16,16,1024,4,1,1,394.072754
4,16,1,2048,16,12,1024,2,2,1,370.176338
8,16,8,2048,16,20,1024,8,1,1,273.940588
8,128,1,2048,16,16,1024,1,8,1,1028.951714
4,8,4,1024,16,12,1024,1,1,4,117.713104
2,4,1,2048,16,24,1024,1,2,1,216.921619
4,32,2,2048,16,12,1024,1,4,1,324.459474
4,4,1,2048,16,12,1024,1,2,2,92.659806
4,8,4,1024,16,20,1024,1,1,4,167.665842
8,16,4,2048,16,12,1024,4,2,1,140.646642
4,4,1,1024,16,20,1024,2,2,1,145.444054
4,16,4,1024,16,16,1024,4,1,1,273.924751
8,64,2,2048,16,20,1024,1,8,1,487.903581
4,32,8,2048,16,16,1024,1,2,2,552.085541
8,8,1,2048,16,16,1024,1,2,4,144.282568
8,16,2,2048,16,24,1024,2,1,4,355.045185
2,2,1,1024,16,12,1024,1,1,2,69.957095
2,16,4,1024,16,12,1024,1,1,2,227.291931
8,128,8,1024,16,20,1024,1,8,1,409.642687
8,128,4,1024,16,12,1024,1,8,1,323.0704
2,4,1,1024,16,24,1024,1,2,1,168.886921
4,16,4,1024,16,24,1024,2,1,2,218.592554
2,8,2,2048,16,12,1024,1,1,2,226.351741
4,64,4,2048,16,12,1024,1,4,1,585.348299
8,16,2,2048,16,12,1024,2,4,1,135.027042
8,16,1,2048,16,24,1024,4,2,1,611.081013
4,64,4,1024,16,24,1024,1,4,1,565.049508
8,128,1,1024,16,20,1024,1,8,1,1080.322023
8,32,4,2048,16,24,1024,2,4,1,335.421691
8,8,2,1024,16,20,1024,8,1,1,336.892734
2,4,2,2048,16,16,1024,2,1,1,168.52847
4,4,2,2048,16,20,1024,4,1,1,125.013166
8,32,4,2048,16,12,1024,1,4,2,245.158197
4,16,4,2048,16,16,1024,4,1,1,353.504002
8,32,2,1024,16,16,1024,2,2,2,289.850182
8,16,2,1024,16,20,1024,2,1,4,228.9184
8,32,1,2048,16,12,1024,2,2,2,412.20632
8,16,2,2048,16,24,1024,2,4,1,252.687217
4,16,2,1024,16,12,1024,2,1,2,224.220254
8,32,2,1024,16,20,1024,1,8,1,159.318199
8,32,4,1024,16,16,1024,4,2,1,274.791051
4,8,2,2048,16,20,1024,1,1,4,251.650981
8,16,1,1024,16,24,1024,4,2,1,688.265835
2,16,1,1024,16,24,1024,1,2,1,641.606863
8,16,8,2048,16,12,1024,2,1,4,205.501774
4,2,1,1024,16,24,1024,2,1,2,128.658889
8,8,1,2048,16,16,1024,8,1,1,635.688408
4,8,2,1024,16,24,1024,1,2,2,141.580792
8,2,1,2048,16,16,1024,4,1,2,81.34791
2,2,1,1024,16,16,1024,2,1,1,116.350498
4,16,1,2048,16,24,1024,1,2,2,455.616494
4,16,2,1024,16,20,1024,1,1,4,260.472914
4,16,2,1024,16,16,1024,1,2,2,173.216378
4,64,2,2048,16,24,1024,1,4,1,1102.120583
4,8,4,1024,16,24,1024,2,1,2,130.479918
2,2,1,1024,16,20,1024,1,1,2,106.939775
8,64,4,2048,16,24,1024,1,8,1,530.949745
8,8,1,2048,16,20,1024,2,1,4,221.935232
2,8,2,2048,16,12,1024,1,2,1,173.589829
4,4,2,2048,16,12,1024,4,1,1,78.981174
4,16,8,1024,16,12,1024,1,1,4,206.971098
2,8,2,1024,16,24,1024,1,1,2,235.78013
8,4,1,1024,16,16,1024,4,1,2,148.938798
8,8,2,2048,16,16,1024,2,1,4,157.494035
4,32,2,1024,16,16,1024,2,2,1,495.42787
4,16,1,1024,16,12,1024,1,2,2,216.987525
4,8,2,1024,16,16,1024,2,1,2,160.208494
2,16,8,2048,16,24,1024,2,1,1,548.800003
8,8,2,2048,16,20,1024,2,2,2,160.256117
4,16,8,1024,16,12,1024,4,1,1,132.910387
8,32,1,1024,16,24,1024,2,4,1,674.604618
4,8,1,2048,16,24,1024,4,1,1,607.363913
4,16,4,1024,16,12,1024,1,1,4,184.533484
8,8,4,2048,16,24,1024,8,1,1,235.562601
4,32,2,2048,16,16,1024,2,2,1,651.42446
4,8,2,1024,16,12,1024,2,1,2,124.108834
8,16,4,2048,16,12,1024,1,2,4,217.874632
4,16,2,2048,16,20,1024,2,1,2,465.721717
4,8,1,2048,16,20,1024,1,2,2,222.860486
4,4,2,1024,16,16,1024,4,1,1,115.343797
4,32,1,2048,16,12,1024,2,2,1,728.985202
4,32,1,2048,16,24,1024,2,2,1,1390.819848
4,32,4,1024,16,20,1024,1,2,2,329.106807
8,16,4,1024,16,12,1024,8,1,1,195.560037
4,8,4,2048,16,16,1024,4,1,1,179.089282
8,4,2,1024,16,16,1024,4,1,2,88.173199
8,32,2,1024,16,24,1024,1,2,4,296.894094
8,64,8,2048,16,20,1024,1,4,2,651.940581
8,16,4,1024,16,24,1024,2,2,2,131.620118
8,64,1,1024,16,16,1024,2,4,1,914.475034
2,32,8,1024,16,16,1024,1,2,1,342.385591
8,8,4,1024,16,20,1024,4,1,2,129.62759
8,64,1,1024,16,24,1024,1,4,2,719.946357
4,32,1,2048,16,20,1024,1,2,2,737.409362
2,16,4,1024,16,12,1024,2,1,1,181.74207
4,4,2,2048,16,24,1024,1,1,4,191.923809
8,16,4,2048,16,24,1024,1,2,4,354.182749
8,32,4,2048,16,20,1024,2,2,2,356.268837
4,8,1,1024,16,16,1024,1,4,1,118.953225
8,8,1,2048,16,20,1024,2,2,2,194.961936
8,16,2,2048,16,16,1024,2,1,4,252.155979
8,32,8,2048,16,20,1024,1,2,4,573.906329
8,64,8,2048,16,20,1024,2,4,1,467.570107
4,8,1,2048,16,12,1024,2,2,1,190.771906
8,32,1,2048,16,20,1024,2,2,2,646.613664
8,4,2,1024,16,16,1024,8,1,1,136.583222
8,64,4,2048,16,24,1024,2,4,1,651.601999
8,32,1,2048,16,12,1024,1,4,2,273.637072
8,64,2,1024,16,20,1024,1,8,1,307.086359
2,16,2,1024,16,12,1024,2,1,1,378.564598
4,2,1,1024,16,12,1024,4,1,1,89.842873
4,8,1,1024,16,24,1024,1,2,2,212.126521
8,16,2,1024,16,24,1024,4,2,1,336.971503
2,8,4,2048,16,20,1024,2,1,1,277.640328
8,8,2,2048,16,20,1024,1,2,4,170.831839
8,32,4,1024,16,20,1024,2,4,1,146.368866
8,16,2,1024,16,16,1024,1,4,2,102.648396
8,16,8,1024,16,20,1024,4,1,2,163.645755
8,8,2,1024,16,24,1024,4,2,1,170.124941
8,16,2,2048,16,20,1024,4,1,2,289.361596
8,64,1,2048,16,20,1024,2,4,1,1169.452626
8,4,2,1024,16,16,1024,2,1,4,82.199416
8,8,2,1024,16,12,1024,4,1,2,114.365871
4,4,1,1024,16,20,1024,1,1,4,133.862899
8,8,1,2048,16,20,1024,1,4,2,136.465542
8,16,4,1024,16,16,1024,1,2,4,143.834273
8,32,8,1024,16,16,1024,1,2,4,248.346416
2,4,1,2048,16,16,1024,1,1,2,182.708012
8,8,1,1024,16,12,1024,2,4,1,91.018442
4,8,4,1024,16,16,1024,2,1,2,91.832522
8,16,4,2048,16,16,1024,8,1,1,319.389073
4,4,2,1024,16,24,1024,2,1,2,139.356152
4,16,1,2048,16,16,1024,1,1,4,422.571528
4,32,1,1024,16,12,1024,1,2,2,411.169165
4,16,2,2048,16,16,1024,1,4,1,216.547242
8,16,8,2048,16,20,1024,4,1,2,253.917081
2,4,1,2048,16,12,1024,2,1,1,186.561406
8,16,4,1024,16,20,1024,2,1,4,140.756007
4,64,1,1024,16,16,1024,1,4,1,886.231527
8,32,2,1024,16,20,1024,2,2,2,354.74431
8,2,1,2048,16,20,1024,4,1,2,99.77059
4,16,4,1024,16,24,1024,1,2,2,223.496185
2,32,2,1024,16,20,1024,1,2,1,600.851379
8,4,1,2048,16,20,1024,2,2,2,119.686648
4,32,8,2048,16,20,1024,2,2,1,468.206905
8,32,8,1024,16,16,1024,2,2,2,161.694089
8,4,1,1024,16,24,1024,8,1,1,488.67219
4,8,1,1024,16,12,1024,2,2,1,177.627746
8,8,2,1024,16,24,1024,2,1,4,168.354786
2,8,4,1024,16,24,1024,1,1,2,221.317785
2,16,4,1024,16,20,1024,2,1,1,284.44407
8,8,2,1024,16,20,1024,4,2,1,143.161069
4,8,1,1024,16,20,1024,1,1,4,218.963187
8,8,1,1024,16,20,1024,1,4,2,109.468775
8,64,2,2048,16,20,1024,2,4,1,801.575836
8,64,4,1024,16,12,1024,1,4,2,229.134231
2,16,1,2048,16,20,1024,2,1,1,1164.330934
4,32,1,2048,16,12,1024,1,4,1,418.726555
4,8,2,2048,16,24,1024,1,1,4,285.984593
2,4,1,2048,16,12,1024,1,2,1,121.359312
2,16,2,1024,16,20,1024,1,2,1,305.315059
8,32,4,1024,16,12,1024,1,2,4,185.531684
8,128,8,2048,16,12,1024,1,8,1,552.215496
4,16,1,2048,16,12,1024,1,1,4,360.061044
4,4,1,1024,16,12,1024,2,1,2,113.392497
4,8,1,2048,16,12,1024,1,2,2,152.524528
8,64,1,2048,16,12,1024,1,4,2,513.09596
8,16,1,1024,16,16,1024,4,1,2,507.470118
2,4,1,1024,16,20,1024,2,1,1,283.878546
8,128,8,2048,16,20,1024,1,8,1,824.638837
4,16,1,1024,16,24,1024,1,2,2,381.160533
8,128,1,1024,16,12,1024,1,8,1,693.102331
4,2,1,2048,16,16,1024,4,1,1,107.005227
4,8,1,2048,16,24,1024,1,4,1,215.439598
8,16,8,1024,16,16,1024,8,1,1,157.364365
4,16,2,2048,16,24,1024,2,1,2,550.090547
2,32,4,1024,16,16,1024,1,2,1,402.418236
8,64,4,2048,16,24,1024,1,4,2,690.756646
4,4,2,1024,16,12,1024,2,1,2,74.053124
4,4,1,1024,16,16,1024,2,2,1,118.018498
8,4,1,2048,16,24,1024,8,1,1,473.517868
2,32,2,1024,16,12,1024,1,2,1,395.504707
8,8,2,2048,16,16,1024,4,2,1,104.70727
8,64,8,2048,16,16,1024,1,4,2,553.815741
8,32,4,1024,16,12,1024,1,4,2,132.643191
8,16,2,2048,16,12,1024,2,2,2,167.472261
8,16,2,1024,16,20,1024,8,1,1,672.418374
2,16,2,1024,16,24,1024,2,1,1,724.150414
8,64,8,1024,16,12,1024,2,4,1,161.298805
8,8,1,2048,16,24,1024,1,4,2,158.759813
8,8,1,2048,16,16,1024,4,1,2,243.009174
8,16,2,1024,16,16,1024,1,2,4,135.003482
4,8,2,2048,16,16,1024,1,1,4,217.317369
4,32,2,1024,16,16,1024,1,2,2,315.387742
8,8,2,1024,16,12,1024,1,2,4,73.005318
4,16,2,1024,16,20,1024,2,1,2,353.74751
8,32,8,1024,16,12,1024,1,2,4,207.969298
4,16,1,2048,16,20,1024,1,4,1,334.990235
4,8,2,2048,16,16,1024,2,1,2,212.609439
4,16,2,2048,16,12,1024,1,4,1,172.740218
8,2,1,2048,16,16,1024,2,1,4,80.661476
4,8,1,1024,16,16,1024,2,1,2,264.576427
8,8,1,2048,16,24,1024,4,2,1,310.709409
8,32,1,2048,16,16,1024,1,2,4,425.790628
4,32,1,1024,16,16,1024,1,2,2,513.868029
2,32,2,2048,16,24,1024,1,2,1,1103.602604
2,4,2,2048,16,20,1024,2,1,1,207.623498
4,4,1,2048,16,20,1024,2,1,2,191.751236
8,2,1,2048,16,20,1024,8,1,1,199.608742
8,32,8,1024,16,16,1024,4,2,1,172.710299
2,16,8,1024,16,16,1024,1,1,2,275.20012
2,16,4,2048,16,12,1024,1,2,1,304.09996
4,32,4,2048,16,24,1024,1,2,2,691.498753
8,8,1,1024,16,20,1024,2,4,1,146.050254
8,16,2,1024,16,12,1024,4,1,2,206.826083
4,4,1,2048,16,12,1024,2,1,2,121.676828
8,128,8,1024,16,24,1024,1,8,1,475.479283
8,4,2,2048,16,24,1024,4,1,2,113.229952
4,16,1,1024,16,16,1024,1,4,1,228.564411
4,4,1,2048,16,12,1024,1,1,4,117.39312
2,32,1,2048,16,12,1024,1,2,1,817.198638
4,16,1,1024,16,20,1024,2,2,1,566.50513
